"agnipurana_u" "bhagavatapurana_skandha-01_u" "bhagavatapurana_skandha-02_u" "bhagavatapurana_skandha-03_u" "bhagavatapurana_skandha-04_u" "bhagavatapurana_skandha-05_u" "bhagavatapurana_skandha-06_u" "bhagavatapurana_skandha-07_u" "bhagavatapurana_skandha-08_u" "bhagavatapurana_skandha-09_u" "bhagavatapurana_skandha-10_adhyaya-29-33_w_commentary" "bhagavatapurana_skandha-10_u" "bhagavatapurana_skandha-11_u" "bhagavatapurana_skandha-12_u" "bhavisyapurana" "brahmandapurana_khanda-1_u" "brahmandapurana_khanda-2_u" "brahmandapurana_khanda-3_u" "brahmandapurana" "brahmapurana_pu" "devibhagavatapurana_devigita_adhyaya-31-40" "devibhagavatapurana" "devipurana" "garudapurana_khanda-1_u" "garudapurana_khanda-2_u" "garudapurana_khanda-3_u" "harivamsa_appendix-29-30_mathura" "harivamsa_appendix-31" "harivamsa_appendix-41" "harivamsa_appendix-42_pradurbhava" "harivamsa" "kalikapurana" "karatoyamahatmya_pu" "kirfel_ppl_textgruppe_I_col1" "kirfel_ppl_textgruppe_Ia_col1" "kirfel_ppl_textgruppe_II_col1" "kirfel_ppl_textgruppe_IIA_col1" "kirfel_ppl_textgruppe_IIB_col1" "kirfel_ppl_textgruppe_III_col1" "kirfel_ppl_ungrouped_col1" "kurmapurana_khanda-1_u" "kurmapurana_khanda-2_u" "lingapurana_khanda-1_u" "lingapurana_khanda-2_u" "mahabharata_01-adiparvan" "mahabharata_02-appendix-21_sisupala" "mahabharata_02-sabhaparvan" "mahabharata_03-aranyakaparvan" "mahabharata_04-virataparvan" "mahabharata_05-udyogaparvan" "mahabharata_06-bhismaparvan" "mahabharata_07-appendix-08_sodasarajika" "mahabharata_07-dronaparvan" "mahabharata_08-karnaparvan" "mahabharata_09-salyaparvan" "mahabharata_10-sauptikaparvan" "mahabharata_11-striparvan" "mahabharata_12-appendix-29_moksadharma" "mahabharata_12-santiparvan" "mahabharata_13-anusasanaparvan" "mahabharata_13-appendix-15_umamahesvara" "mahabharata_14-appendix-04_vaisnavadharma" "mahabharata_14-asvamedhikaparvan" "mahabharata_15-asramavasikaparvan" "mahabharata_16-mausalaparvan" "mahabharata_17-mahaprasthanikaparvan" "mahabharata_18-svargarohanaparvan" "markandeyapurana_adhyaya-1-80_u" "markandeyapurana_adhyaya-81-93_devimahatmya_u" "markandeyapurana_adhyaya-94-141_u" "markandeyapurana" "matsyapurana_pu" "naradapurana_khanda-1_u" "naradapurana_khanda-2_u" "nilamatapurana_au" "nrsimhapurana_pu" "padmapurana_a" "pranavakalpa" "ramayana_01-balakanda" "ramayana_02-ayodhyakanda_a" "ramayana_03-aranyakanda_a" "ramayana_04-kiskindhakanda" "ramayana_05-sundarakanda" "ramayana_06-yuddhakanda" "ramayana_07-uttarakanda" "saurapurana" "sivadharmasastra" "sivadharmottara" "sivapurana_dharmasamhita" "sivapurana_karvanamahatmya_au" "sivapurana_rudrasamhita" "sivapurana_sanatkumarasamhita" "sivapurana_satarudrasamhita_au" "sivapurana_umasamhita" "sivapurana_vayaviyasamhita_au" "sivapurana_vidyesvarasamhita_au" "skandamahapurana_himavatkhanda" "skandamahapurana_kasikhanda" "skandamahapurana_revakhanda" "skandamahapurana_sutasamhita_khanda-4" "skandapurana_adhyaya-1-31_pu" "skandapurana_pasupata_adhyaya174-183_u" "skandapurana" "vamanapurana_saromahatmya_u" "vamanapurana_u" "vayu_ba" "vayupurana_01_frame-and-cosmogony_iast" "vayupurana_02_pashupata-yoga_iast" "vayupurana_03_kalpas-and-shiva-lineages_iast" "vayupurana_04_bhuvana-vinyasa_iast" "vayupurana_05_jyotis-and-purvardha-close_iast" "vayupurana_06_prthu-and-prajapati-lineages_iast" "vayupurana_07_shraddha-kalpa_iast" "vayupurana_08_manu-candra-vishnu-vamsha_iast" "vayupurana_09_upasamhara_iast" "vayupurana_10_gaya-mahatmya_iast" "vayupurana_revakhanda" "vayupurana" "visnudharma_pu" "visnudharmottarapurana_khanda-3_adhyaya-343-353_pu" "visnupurana_amsa-1_u" "visnupurana_amsa-2_u" "visnupurana_amsa-3_u" "visnupurana_amsa-4_u" "visnupurana_amsa-5_u" "visnupurana_amsa-6_u" "visnupurana_u"
"ca" 4.49011209331997 2.37139730025538 2.14022140221402 1.92255249522771 1.72355753046523 1.33612523681324 1.90831322658478 1.77766327450728 2.08807111846186 1.94893173527879 1.82471264367816 1.89448606052276 2.06340139940026 2.83864541832669 3.99320691026008 5.90874330869233 4.38648089948068 3.6815578465063 4.62224166277018 4.37021064387208 2.86368843069874 3.8221453951791 3.42246925467198 4.65162966461974 3.82712408663456 5.07832801247309 4.2025340942064 2.93445791600773 5.89900362318841 5.24646422628952 4.32230879844832 3.27917416767313 2.57936507936508 4.41374159820762 7.45901639344262 4.73924251437636 5.53577209452897 5.32511827483772 5.93579648697759 4.9741777656972 3.22470726720773 3.39071271889058 5.27852104110922 4.44699234265591 4.09978422188306 4.46770487618075 4.74540227621786 4.01491493824283 3.74611900035629 4.5846968988624 4.78490703609187 4.52063769381961 3.87818136891525 4.13402434614921 5.0438918411086 4.08295528191834 4.04852960569695 4.39356435643564 4.61608952604316 4.94691798569673 4.16703687250111 5.27496513672467 4.47777655233264 5.42110358180058 5.19918973666442 4.57142857142857 4.82794042116076 4.46016758832194 3.73509102322662 3.54273423166951 4.15945903443938 4.59812941981598 3.39131329765336 2.30139074109354 4.69298861880006 2.90868924889543 2.70047364827905 2.03184042619092 3.59278211688661 3.88373685193253 3.13199105145414 4.29789188913276 3.67302705422456 3.8807788632928 3.2459808924529 2.84804824928799 2.98518975624807 4.63346736776987 2.39196400544104 4.01753104455807 3.13044768369126 3.37285175994853 2.6189354686764 3.99388424821002 4.1527794672181 3.54901014002897 4.57527852393324 2.18765553153715 4.24959253555034 3.19441506240745 5.25866796660776 3.50877192982456 4.55819646241314 3.87697079348669 3.35713546517645 5.57020241966195 6.08749484110607 4.29878048780488 4.97451890165057 5.58818131767297 5.64757960873911 6.94119368051492 5.37144015404885 4.75169355231736 5.13588463671658 4.03003371130861 3.04185973863696 5.37247600282001 3.771737610145 2.75416524991499 3.80524698652801 4.57939974637171 5.19447287615148 4.61248823344838 2.9905487374806 3.28689595124075 3.95208948923596
"tu" 1.10726328260275 0.133771129757996 0.615006150061501 0.320425415871284 0.30970174375547 0.388872270415794 0.339986839219127 0.283395594486668 0.248087657639032 0.500260552371027 0.402298850574713 0.219916156965157 0.342710267028416 0.531208499335989 1.09812318229054 2.17690542951823 1.58820860153611 1.11111111111111 1.59504668245373 0.989653937193148 1.35547919053074 0.760107557860367 1.13790537879119 0.901039206424185 0.999377437006455 1.48117900363798 0.812457684495599 0.550576934340772 0.532155797101449 0.681156405990017 0.99153931043708 1.67718706560627 0.198412698412698 2.36743838685586 2.48633879781421 1.46738052746381 1.68339268371641 2.46451754868522 1.09024833434282 2.24245718945366 0.802304689920079 1.13767334646987 1.23771230700989 0.71659637197494 0.755223409294248 0.523359714066888 0.574961603591541 0.694476811931951 0.615870107395531 0.51737572074178 0.661684287276704 0.4149377593361 0.710402767482086 0.588164396769917 0.804439094565632 0.85547634478289 0.646182249769221 0.711633663366337 0.561479260990782 0.787716362882568 1.00844069302532 1.68556357242466 0.709532737766994 0.686438440552671 0.607697501688049 1.04761904761905 0.462249614791988 0.678563666658617 0.298179535467671 0.430189156702727 0.578707343922 1.4812561782374 0.85867199905899 1.28405410554391 1.45426443726289 1.12034504523459 0.566724194225477 0.266369324165273 0.781039590627525 0.880687122673803 1.02908277404922 1.03108570261855 0.607655687579827 0.839331242526116 1.26999961631432 0.577986262355503 0.601666152422092 0.216517166718218 1.07774406194412 1.64353542731921 0.435814695300619 0.903715957479398 0.471031559114461 1.04042362768496 0.544945870332076 0.935538387252535 0.092474349376899 0.43455975753794 1.27996172077097 1.2650729849799 0.487477911157151 1.5430141619108 0.512278900821226 0.766778668045145 0.811342233260892 2.06227846618039 1.82624845233182 2.07317073170732 1.64296037118734 1.41310332171041 2.1419391689276 1.77735517846694 1.95601499949326 2.12485988595935 1.89683860232945 0.551639595464297 1.17144790961629 1.7968509915219 0.610751083966618 0.544032641958518 0.882376112818089 1.09905593912921 0.921187308085977 0.376529651710072 0.458456764000564 0.544188071397475 0.682425777402561
"eva" 0.637929463227923 0.413474401070169 0.44280442804428 0.511317152986092 0.390493502996028 0.827599960115665 0.614169774073262 0.283395594486668 0.227413686169113 0.270974465867639 1.02011494252874 0.29551233592193 0.564043981150935 0.730411686586985 0.742078797051213 1.78179964313026 1.18317339204383 1.10194730813288 1.31072866860737 0.943296832966925 1.10729285987018 0.739940459041583 0.540505054925817 0.941190363722249 0.756905534257348 1.83012844309154 1.06876873972338 1.06015345867744 1.68704710144928 1.06073211314476 0.971474434003277 0.818084451837842 1.38888888888889 1.17251680358476 2.02185792349727 1.20959746182828 1.23017157656199 1.61733964132468 1.27195639006663 1.26393041587388 1.13066104950127 1.30126036360932 1.41227982314307 1.28577863314361 0.940739961054681 0.663773295889712 1.01602803922341 0.824982521556747 0.559881915814119 0.928782920367773 0.913233685745534 0.611487224284778 0.633802816901408 0.65324816198626 0.869029094859223 0.907323395981854 0.817618356850851 1.11386138613861 1.12761810091095 1.06312095592046 1.49266992447801 1.24901473352331 0.926436528068821 1.21446801020857 0.87778528021607 1.42857142857143 1.12994350282486 0.978001014223274 0.816070307595731 0.664262668438034 0.883786758924359 1.14592046232226 0.687378697876845 0.480091445989712 1.18027258676409 0.675888912265937 0.820509776151364 1.02211484854116 0.716401831403178 0.743760502894131 0.536912751677852 0.607421775304987 0.487672717420753 0.412896820920106 0.682960518743046 0.974479253923047 0.431965442764579 0.395917104856171 0.851731714973318 0.474799123447772 0.671340083824784 1.39999387311215 0.753650494583137 0.947195704057279 1.23099379637514 1.06228874939643 0.365493857061077 0.70272398398443 0.888197736142471 1.73048445102602 1.59649015903967 1.35277953920947 1.23183828174352 0.775394158697338 0.72855220945876 1.6843893722354 1.50639702847709 1.55487804878049 1.27785806647904 1.33051936135071 1.89204626588605 1.95289643066121 1.67224080267559 1.24762415322384 1.48641153632834 0.551639595464297 0.691154266673609 1.47598474303585 0.918457736957434 0.850051003060184 0.772079098715828 1.14132732140341 0.882804503582395 1.10867064114632 0.592467202708421 0.718328254244667 0.814337976642747
"na" 0.466599835960995 0.83910981393652 1.1070110701107 0.7022088901009 1.02336228371373 0.787715624688404 1.4257512612415 1.45562282622697 1.07504651643581 0.917144346013549 1.02011494252874 0.788032895791813 1.23518492074825 0.747011952191235 0.753237876706119 0.509813917919959 0.626880220500496 0.455899198167239 0.518861521289914 0.960856342143524 1.2791141657121 0.97570344761356 0.673990108976323 0.627066603684459 1.23201939775222 1.59997030217537 0.851146145662056 0.702864171498858 0.611413043478261 0.441971713810316 0.698926529110792 0.795296584098626 1.28968253968254 0.82150858849888 0.355191256830601 0.753519730319254 0.323729362253156 0.726152492023325 0.605693519079346 0.652351182386518 0.576172480019825 1.73253522697699 0.645327457180878 0.483190696531674 1.16835956002316 0.638243553740107 1.35864214547316 1.10463761360988 1.26736906397923 1.54901044101605 0.896828290193219 0.829875518672199 0.925376822337534 0.711100397734121 0.666451366665688 1.17952041477641 1.17367796386654 1.12933168316832 1.77840595804826 1.39034899388483 1.11950244335851 1.36421512156673 1.24627771037829 0.95925371820822 0.911546252532073 1.61904761904762 1.07858243451464 1.20499384221584 0.34526051475204 1.05649395837287 1.08193112124548 0.688920994601171 0.599158971946127 1.4212230901124 0.414500491780245 0.744266778876499 0.683758146792803 0.607074273678994 0.958793428494479 1.26345926433062 1.12304250559284 1.29651370527283 1.3043309981809 0.922813113422531 0.940029927483406 1.06103758306807 0.763653193458809 1.08877203835447 0.642461023333682 0.949598246895544 0.789102778086866 0.661703887510339 0.744229863400848 0.921091885441527 0.987714389976888 0.669966199903428 0.563653177154432 1.20042490287404 0.927075078128505 1.62470911783372 0.761684236183048 1.03572183470725 0.833070120025268 0.999396915654347 0.560902411259443 0.56683364091748 0.474618241848948 1.34146341463415 0.570472351106716 0.52303174894476 0.456947022704555 0.402282036278525 0.790513833992095 0.638432672157513 0.476982806433722 0.536316273368066 0.903316499193002 0.561289972703773 1.45228215767635 0.748044882692962 0.929646261719058 0.831337184725941 1.91914022517912 0.690304361468466 0.761743546339399 1.06660861993905 0.939214858590122
"sa" 0.522190832042286 0.668855648789979 0.516605166051661 0.756749386419416 0.686729953544738 0.358959018845348 0.658039043649923 0.386448537936365 0.98201364482117 0.760812923397603 0.387931034482759 0.785742102490092 0.399828644866486 0.597609561752988 0.772417544862987 0.591384144787153 0.882338111964505 0.416953035509737 0.65838097105537 0.777535066339826 0.362733867888507 0.5233842312494 0.538316775351219 0.634152102031176 0.570136636193846 0.386071720246492 0.875326433891092 0.761436185790429 0.996376811594203 0.847545757071547 1.09520783867839 0.755417815554999 0.0992063492063492 0.926064227035101 0.546448087431694 0.99147332936744 0.874069278083522 0.781164044449334 0.726832222895215 1.04648002174504 0.64432191314045 0.661783842064171 0.59524661238857 0.393104295483395 1.11441503078785 1.34031146285423 0.756113889654629 0.987182474947565 0.87036188731104 0.794763908368396 0.865840320816624 0.829875518672199 1.16258957252286 1.07026636133542 0.939490913361322 1.12767336357745 0.580245285507055 0.696163366336634 0.75329859358376 0.747738276796423 0.413149711239449 0.6851391499424 1.18745634351678 1.46088180938133 1.38419986495611 0.476190476190476 0.821777092963534 0.850015696312574 0.706214689265537 1.16404124754855 0.913665670702941 0.715534940308722 0.502852437805093 0.697275671556487 0.576085429253899 0.7705659583421 0.537889742143672 0.415040574862169 1.16886614597361 1.00516586792805 1.10514541387025 0.934102393956409 1.25788597747416 1.35376006859051 1.35824732379235 0.466298095716759 0.694230175871645 0.532013609650479 0.592236057340169 0.620891161431702 0.916138125440451 0.487087583861777 1.00800753650495 0.708532219570406 0.720107042938815 0.458715596330275 0.515214232242723 0.640325659825136 0.584655412174589 0.198857626401523 1.17604046066663 0.718664130205031 1.21111023373342 0.78400964934953 1.13215357549415 0.640067961449454 0.660338423442014 0.792682926829268 0.509621966988667 0.422095797394017 0.59260317006997 0.563194850789936 0.425661295226513 0.999074028948779 0.543538546866334 0.367759730309531 0.628677044827407 0.614617039353567 0.657373304116742 0.51003060183611 0.921767903568896 0.591799351838805 0.588536335721597 0.596171948540948 0.952179432924249 0.979538528515455 0.784437878148304
"tathā" 0.970564111911054 0.206737200535085 0.0984009840098401 0.156803926915735 0.201979398101394 0.159537341709044 0.274182934854135 0.206105886899395 0.186065743229274 0.166753517457009 0.474137931034483 0.213043777059996 0.192774525203484 0.298804780876494 0.826818058180652 0.955901096099924 0.805028486916186 0.730813287514318 0.831083425089368 0.969987286915356 0.630011454753723 0.668395275136848 0.864370431966388 0.84081247047709 0.861758248959664 0.716460019303586 0.773769223329142 0.521290927194986 0.532155797101449 0.681156405990017 0.508310202989667 1.12913884647814 0.595238095238095 0.903659447348768 1.39344262295082 0.852667063255998 1.42440919391389 0.704147871052921 1.63537250151423 0.842620277249252 0.684592032711728 0.624604974532476 0.987308083048349 0.913148519716637 0.63680858902163 0.344651519019658 0.673413932973654 0.500582614775111 0.58024125820736 0.51737572074178 0.641633248268319 0.567809565407294 0.53002223869533 0.568880318187297 0.780951821731599 0.712896953985742 0.34287221416326 0.758044554455445 0.758734769001375 0.845462487229222 0.924033762772101 0.891287212756927 0.702180066909305 0.756842383173458 0.573936529372046 0.571428571428571 0.564971751412429 1.24121610200188 1.05147520401758 1.0817992028848 1.18257587671017 1.13223329024409 0.708698464976769 0.441988950276243 2.36054517352817 0.40237744582369 0.558667509084973 0.284953230502385 0.506329113924051 0.448123482915292 0.268456375838926 0.260323617987852 0.336726400123853 0.252701879470229 0.337643402524652 0.628245937342939 0.362542425177414 0.395917104856171 0.657109971748457 1.05916727538349 0.608286042802567 0.931286952792329 0.320301460197833 0.738365155131265 0.693346308235008 1.05625301786577 0.783830199480382 0.359533201108313 0.936046772432974 1.13814258514914 0.755590762293584 0.612978228704291 0.628750789639924 0.577237873696907 0.662320190417055 1.04725078360723 0.794469665703673 1.25 0.570472351106716 0.890071572765645 1.10666857061259 1.42627267407841 1.25671430019256 0.784638627613432 1.05379922351636 0.67422617223414 0.620867392096631 0.962598745458161 0.967411068115064 1.05406324379463 0.969038052469865 1.46540791883895 1.45854657113613 0.240560610814768 0.761743546339399 0.957771005659556 0.912832418742085
"api" 0.416476806707373 0.437796424662532 0.541205412054121 0.586310335424052 0.531879081667003 0.747831289261143 0.745777582803246 0.553909571042123 0.444490386603267 0.541948931735279 1.14942528735632 0.579570705335258 0.692560331286591 0.730411686586985 0.560046310180568 0.573540657659954 0.633602796591654 0.712485681557847 0.646314424048628 0.762785078631482 0.725467735777014 0.685201190819168 0.663048711103331 0.479452054794521 0.904354664307481 0.764718984334398 0.686720185704614 0.468576114332572 0.430253623188406 0.280782029950083 0.555128248001873 0.795296584098626 0.793650793650794 0.515309932785661 0.409836065573771 0.852667063255998 0.388475234703788 0.451094729893278 0.726832222895215 0.489263386789889 0.508023046899201 0.654348068557832 0.711147996050768 0.679742844273371 0.651281511499395 0.421240745468471 0.586775883117395 0.732696341179212 0.692217641370184 0.741779647810503 0.572366022602989 0.458615418213584 0.554731900172968 0.539954200313366 0.616540911893368 0.661049902786779 0.672557035474087 0.773514851485149 0.769607119836604 0.910611960851089 0.759662372278987 1.50973140120051 0.727914414911216 0.704039426207868 0.742741390952059 1.14285714285714 0.821777092963534 0.787230446016759 0.706214689265537 0.506104890238502 0.709231011165278 0.707170557372063 0.687378697876845 0.971613640693465 0.372347899395813 0.696928255838418 0.591742321767043 0.56990646100477 0.614058712631295 0.784216095101761 0.527964205816555 0.566586697973559 0.685064055424391 0.550529094560141 0.471933392165138 0.608700508181158 0.786794199321197 0.705227343025054 0.542011091346657 0.182615047479912 0.65743110418753 0.453389700701529 0.631182289213377 0.585471360381862 1.02177350687264 0.639787542250121 0.17614161786076 1.2256813674147 0.520358269659225 1.14237359847684 0.682469075620011 0.359332065102515 0.604074542008844 0.448005513914017 0.757528717789506 0.599056741951548 0.670656211308295 0.792682926829268 0.798661291549403 0.596439713708937 0.48550621162359 0.519309537741369 0.638491942839769 0.643306204006043 0.887409872434831 0.597609561752988 0.48159525173114 0.643540194146677 0.808895519604644 0.442026521591295 0.488458205310013 0.817246723967874 0.946775844421699 1.53749607781613 0.662999012554662 0.718328254244667 0.812579147319544
"mahā" 0.133053859473253 0.316186306700718 0.17220172201722 0.218161985274066 0.269305864135192 0.388872270415794 0.383856108795789 0.347803684142728 0.465164358073186 0.343929129755081 0.0574712643678161 0.341328201956338 0.264172497501071 0.365205843293493 0.406260243686402 0.453734386948764 0.631922152568864 0.86368843069874 0.64706858323655 0.523975753829729 0.400916380297824 0.375012004225487 0.693684625147709 0.207841284837034 0.255578492086897 0.222733684757592 0.701228358642035 1.1480114801148 0.83786231884058 2.1630615640599 0.964786141858676 0.410181619305882 0.793650793650794 1.05302464525766 0.491803278688525 0.436248264921674 0.258983489802525 0.209043899218836 0.484554815263477 0.72030443055178 0.706275943250108 0.219355318437 0.555181936554724 0.368535277015683 0.794695016051787 1.72325759509829 0.882132871263734 0.887438825448613 0.88054155850766 0.927224559763129 1.92489974480496 0.589648394846036 1.4801087225105 1.68494636615644 1.66172455300784 1.01101749837978 0.870367928260583 0.603341584158416 0.483043015679483 0.546367176510653 0.142159040426477 0.260716667677196 0.654387706334326 0.888849775587433 1.01282916948008 0.761904761904762 1.59219311761685 0.335659607350704 1.20841180163214 0.727525779717846 0.520522094668973 0.490456999467721 0.268334999705934 0.0952562392836731 0.25291555430659 0.620660635388176 0.775773971818563 0.173449792479713 1.46512254241853 0.697080973423788 1.05145413870246 0.877954162625695 1.09145798660835 1.27479073125606 1.05513563288954 0.371363154073826 0.825362542425177 0.519641200123724 0.58595793659098 0.43827611395179 0.639813063313675 0.484024139938118 0.819594912859162 0.719719570405728 0.289502493613916 0.350072428778368 0.959971817341142 0.526671569392136 0.57568371787012 0.613496932515337 0.670282127841082 0.295920524202071 0.836031269740998 0.646161798914448 0.7533892165994 0.56683364091748 0.247626908790755 0.152439024390244 0.821480185593672 1.76179115434025 0.392688847636727 0.921591574019895 0.456065673456978 0.921097519372289 0.388241819190238 0.275819797732148 0.544072473577342 0.717655778304018 0.349666651125927 0.374022441346481 0.567241786811628 0.380442440467803 0.307062436028659 0.251019767806715 0.599520383693046 0.522420548541576 0.450260306739834
"iti" 0.434703362799599 0.328347318496899 0.39360393603936 0.395418598309245 0.31643439035885 0.897397547113371 0.394823426189954 0.412211773798789 0.434153400868307 0.573215216258468 3.9367816091954 0.517719286188807 0.292731686420106 0.464807436918991 0.77137138114534 0.614325771093551 0.61343506831818 0.611683848797251 0.618410534095537 0.586487606498423 1.10729285987018 0.703927782579468 0.490174624710053 0.635333018422296 0.475113863494872 0.798129037048036 0.469097591643292 0.937152228665144 0.271739130434783 0.145590682196339 0.434738989399057 0.58336941412392 0.595238095238095 0.597460791635549 0.491803278688525 0.634542930795162 0.51796697960505 0.737154802508527 0.423985463355542 0.380538189725469 0.492534539371786 0.624604974532476 0.560905461673845 0.798493100200647 0.64601863059839 0.293592034720449 0.381995038002599 0.445583780004661 0.325749478291851 0.37400654511454 0.25154939846883 0.786197859794715 0.219915987150976 0.298903218030613 0.246616364757347 0.401814646791964 0.224185678491362 1.46967821782178 0.512553682232249 0.444200956512726 0.453131941359396 0.266779845995271 0.683798389765082 0.739241397518261 0.506414584740041 0.285714285714286 0.256805341551104 0.765497090145131 0.721908349026993 0.94262035806921 0.805158043717566 0.426583529769599 0.515350232311945 0.358163459706611 0.625263453702403 0.973069640227225 0.570540518765716 3.41943876602862 0.484783194182602 0.432563639758511 0.456375838926175 0.234801694655709 0.274799705848202 0.302339748651881 0.464259678471396 0.742726308147652 0.215982721382289 0.358799876275905 0.518991315266297 0.401753104455807 0.865138533437187 0.775051312685721 0.800753650494583 0.615304295942721 0.654421603211288 0.87518107194592 0.519617772689242 1.67361219441535 0.454565844759783 0.719272265707637 0.511851806715008 0.443880786303107 0.435289008212255 0.577237873696907 0.596088171375349 0.541933971936608 0.505571605447792 1.1280487804878 0.730204609416597 0.449623784180584 0.535484792231901 0.767992978349912 0.638491942839769 0.511720844095716 0.587909040488075 0.505669629175605 0.616962565731244 0.600155461957013 0.265746654855704 0.578034682080925 0.535728354210982 0.676342116387206 0.48618219037871 1.4642819788725 1.01565806178587 0.783630822812364 0.851273392429999
"tatas" 0.302560831130958 0.25538124771981 0.14760147601476 0.197709299154622 0.127920285464216 0.239306012563566 0.372888791401623 0.218987504830607 0.310109572048791 0.500260552371027 0.21551724137931 0.23824250337892 0.0928173639868628 0.49800796812749 0.445665743717787 0.540402752995157 0.561335103611704 0.3184421534937 0.478136925142159 0.635654232192902 0.534555173730431 0.346682032075291 0.264781828526413 0.331837505904582 0.462007274157082 0.170762491647487 0.648031724538156 0.831722602940315 0.441576086956522 0.493968386023295 0.573521051399525 0.651733017341567 0.297619047619048 0.515309932785661 0.437158469945355 1.03113226254214 0.712204596956944 0.748157112993729 1.09024833434282 0.856210926882305 0.381017285174401 0.394095995835967 0.407801164737362 0.290733385201261 0.805220777853797 0.740362522338524 0.606466348993817 0.789559543230016 0.646409120985392 0.511142278323204 0.792927451695224 0.52413190652981 0.81788979490981 0.872604555863565 1.05399136842723 0.648088139987038 0.474746142687591 0.340346534653465 0.451979156150256 0.466411004338363 0.159928920479787 0.448675195537501 0.77938311091504 0.756842383173458 1.35043889264011 1.14285714285714 0.667693888032871 0.654415493467919 1.09855618330195 0.854052002277472 0.748545368768674 0.599193977644286 0.625624889725343 0.350542960563917 0.611212589574259 0.520723753418893 0.445025844997859 0.130087344359784 0.667923511984918 0.448123482915292 0.595078299776286 0.801388392629269 0.704416147385532 0.627242165113603 0.870966504239727 0.432791645725135 0.0848503548287566 0.395917104856171 0.623626661086115 1.09569028487947 0.43674196060977 0.462580032472506 0.60292039566651 0.417661097852029 0.537647488140129 0.386286817962337 1.07886740939716 0.395189386342195 0.506900728202521 0.0973133065369156 0.767777710072512 0.401606425702811 0.709688881869867 0.939088481088998 0.954155024319569 0.528751794240853 0.722245150639703 0.518292682926829 0.616110139195254 0.17434391631492 0.471226617164073 0.373025160912815 0.263504611330698 0.740776840976656 0.476982806433722 0.429053018694453 0.588327172385068 0.498020571593847 0.331017763065877 0.578034682080925 0.866619396517766 0.380442440467803 0.537359263050154 1.15050726911411 0.980392156862745 0.848933391380061 0.828408611228366
